number,short_description,kb_category,meta
KB0019073,LifeCycle Lock SOP,,"KCS, lifecycle, life_cycle, lifecycle_lock, life_cycle_lock, former_student_lock, former_student_locked, former_student_locked_out"
KB0016234,Perceptive Software - TAMUDocs Error,Software,"Perceptive Software, TAMUDocs Error, perceptive content 7, PerceptiveSoftware,"
KB0018651, Site Error - tamudocs.tamu.edu,General,"KCS, tamudocs.tamu.edu, blank page, page not loading, VOAL page not working, page not working, white page, link not working"
KB0014844,Haven Training for TAMUCT,Other Tech Support,"KCS, haven, tamuct, warrior web, warriorweb, haven training, sexual assault training, required training, tamu central texas, "
KB0019237,Sharing between Syncplicity Instances,Syncplicity,"KCS, syncplicity_transfer, syncplicity_transfer_files, transfer_syncplicity_files"
KB0017072,Alternatively Connecting Android Device to TAMU_WiFi,TAMULink-WPA,"KCS, android, device, connecting, connect, wifi, wireless, tamulink, wpa, tamulink-wpa, eduroam, not, available, be, oreo, provision, tool, certificates, TAMU_WiFi"
KB0014987,Phone connected to TAMU-WiFi  with no internet,TAMULink-WPA,"KCS, tamulink wpa android, android, wifi on android, TAMU-WiFi "
KB0016576,Moving Files from Student Worker Gmail Account to Shared Drive,Google Apps/Drive,"KCS, Google_drive, TAMU_shared_drive, shared drive, google drive, intact structure"
KB0018715,TAMU Google Drive - Sharing a Shared Drive,Google Apps/Drive,"KCS, google drive, shared drive, share drive, share google drive, add members, add team, individual, TAMU, drive, google, team, add"
KB0015443,Ecampus Exam Internet Problems,eCampus,"Ecampus_exam, ecampus exam, exam on ecampus, exam_on_ecampus, Ecampus_disconnected_during_exam, ecampus disconnected during exam, Ecampus_internet_problems, ecampus internet problems, ecampus"
KB0013625,Office 365 Settings and OneNote,Windows Applications,"KCS, OneNote, Office 365, configure office 365 to open notebooks in onenote, office 365 and outlook, "
KB0019243,DocuSign Access Issues,DocuSign,"KCS, can't_access_docusign, unable_to_access_docusign, docusign_permissions, docusign_permission_issues, "
KB0014909,Interrupted Windows Update,Windows 10 OS,"KCS, automatic repair loop, windows update, broken windows update, software corruption, os corruption, windows 10, updates, "
KB0014954,Removing Applications from Macbook,macOS Applications,"KCS, chromium on mac, opera on mac, removing applications, remove applications on mac, applications on mac, uninstall on Mac, "
KB0014953,Unable to Reach the Toolbar in Word 2016 on Windows,Windows Applications,"KCS, word toolbar, screen resolution, changing resolution, can't close word, can't minimize word, can't minimize application, "
KB0014853,AutoCad Won't Install,Windows Applications,"KCS, autocad, install autocad, autocad issues, autocad download,"
KB0020364,Zoom Gmail Add-On,,"KCS, plugin"
KB0014726,Solidworks Crashes Upon Opening Document,Other Tech Support,"solidworks, solid_works, CAD, hole_wizard, error"
KB0016879,WiFi - Cannot Connect on Chromebook,TAMULink-WPA,"KCS, cannot connect on chromebook, chromebook wifi, tamulink on chrome, chrome network, chrome os, tamulink chrome, tamuling chromebook, chrome, eap, authentication, method, failed, wifi, tamulink, tamu, link, campus, certificate, check, network, cant connect to wifi, can't connect to wifi, tamuwifi, tamu_wifi"
KB0014778,"Windows 10 Update failing, asking me to uninstall McAfee",Windows 10 OS,"KCS, mcafee, windows 10 update, making me uninstall mcafee, virus scanning, not compatible, mcafee and windows 10, windows 10 mcafee, mcafee windows 10, "
KB0014863,Unable to connect router to internet,Other Tech Support,"KCS, router, resent, field services, dorm router, "
KB0015412,"Computer won't post, no signs of power",Windows Applications,"post, computer will not post, computer won't post, power, no power, battery, battery disconnected"
KB0020494,MacOS PowerPoint No Audio,,KCS
KB0019367,Unable to Create Resource When Acknowledging Checklist Items,,"KCS, unable to create resource, howdy, checklist, "
KB0019357,Spotty Ethernet Connection on Nintendo Switch ,,KCS
KB0015317,Nintendo Switch Ethernet Configuration,Resnet,"KCS, Nintendo_Switch, Ethernet, ResNet, "
KB0018124,Exchange Mailbox Almost Full,Exchange,"KCS, Exchange mailbox, mailbox full, exchange storage, mailbox storage, exchange mail, mailbox almost full, email storage, email quota, exchange quota"
KB0015925,Google Shared Drive,Google Apps/Drive,"KCS, google shared drive, add emails to drive, add member to drive, cannot add to google drive, member google, member drive"
KB0015540,Moving folder from Google My Drive to Shared Drive,Google Apps,"google, shared drive, my drive, move folder, move to drive, transfer folders"
KB0015168,Missing NEW button to add a new Google Drive ,Gmail,"google_drive, missing_new_button_google_drive, google_drive_new, google_drive_button, team_drive, drive, google, drive_google, new_drive, new_google_drive, new_drive_google "
KB0015102,Shared Drive File Limit,Google Apps,"KCS, file_limit, Shared_drive, shared drive full, shared drive limit, shared drive space, out of space on shared drive, shared_drive_reached_limit, shared_drive_reached_the_limit, maximum number of files shared drive, shared drive maximum number of files, max files, "
KB0016823,Shared Drive - Strange Access Request,Google Apps/Drive,"KCS, google apps, google_apps, shared_drive, shared drive, google drive, google_drive, TAMU shared drive, TAMU_shared_drive, new course, new_course"
KB0018089,Google Drive - Unable to see files on drive,Google Apps/Drive,"Missing_Shared_Drive, Missing_Google_shared_drive, Google_shared_drive_missing, Google_shared_drive, Unable_to_see_files_on_shared_drive, "
KB0015581,Screen Issues,Windows 10 OS,"screen_issues, dell, computer, computer_screen "
KB0016980,Unable to Add Students to Google Shared Drive,Google Apps/Drive,"KCS, google, shared, student, tamu, emails, error, message, internal, error, occurred, drive, apps, gateway, "
KB0017574,Google Shared Drive - Limiting Permissions on Files,Google Apps/Drive,"KCS, google, shared, drive, deny, restrict, limit, permissions, file, members, upload, copy, "
KB0015512,How to Edit Parent Access on Howdy,Parent Account,"KCS, Howdy, parent_access, edit"
KB0015275,Windows Black Screen,Windows Applications,"windows10,windows,windows_10, black_screen, windows_boot, windows_black_screen, black-screen"
KB0015500,Graduation Announcement,Other Tech Support,"graduation, graduation_announcement, graduation_letter"
KB0015565,Endnote stopping half way through installing,Software,"EndNote_installation_stopping, Endnote installation, Endnote, Endnote on windows,"
KB0015423,Trouble syncing Exchange account in Mac Mail,Exchange,"exchange, mac mail, macmail, sync, syncing, syncing account, syncinc exchange, trouble with exchange, syncing troubl with exchange, mac, email, sync email, unable to verify account name or password"
KB0015644,Graduating student took too long to purchase cap and gown,Other Tech Support,"graduation, graduate, cap, gown, cap_and_gown, "
KB0015312,Trouble logging into Wordpress,Other Tech Support,"wordpress, cas, word_press, unable_to_login_wordpress"
KB0015256,Windows 10 Installation,Linux,"linux,windows,windows10,windows_10, windows_10_installation, windows_10_install, windows_on_linux"
KB0015244,Microsoft Word locked,Other Tech Support,"word_microsoft_word,locked,activate,word_locked, office,office365,office_office2016,office_2016"
KB0014846,"Office 2016 ""Invalid Product Key""",Software,"office_2016,invalid_product_key,windows, invalid product key, no license key available, Office will not activate, office won't take product key, "
KB0015242,"Radius locked, can't connect to network",Security,"wifi,security_locked,security,scanning_lock,scan, radius_locked, can't_connect_to_network "
KB0015350,Signing into brand new Windows computer,Windows 10 OS,"Windows_sign_in, Windows 10 account, Windows_10_login, Windows_10_sign-in, Win 10 sign-in, brand_new_windows_computer, windows 10 signin,"
KB0014887,Cannot Install AutoCad,Windows Applications,"KCS, autocad, install, software"
KB0014812,Unable to Update to High Sierra,macOSX,"KCS, update, mac, osx, high sierra, sierra, update_mac, bootloop,"
KB0014907,Cursor Not Visible On Windows 10 Partition of Mac,Windows 10 OS,"KCS, cursor, bootcamp, windows partition, cannot use mouse, mouse not visible, trackpad not working, "
KB0014991,Issues with Word 2016,Windows Applications,"word_2016, installation, project, professional, 2016, project_professional. "
KB0016171,DocuSign - Send Envelopes ,General,"how to send envelopes, can i send envelopes in docusign, docusign, sending in docusign"
KB0019635,Docusign Access ,DocuSign,"KCS, docusign, docusign_error, repsonse_assertion, missing_attribute"
KB0014975,Unable to connect to internet - MacOS Corruption,macOSX,"MacOS, Sierra, Update_OS, Corrupt_OS, Safari_Crashing, Offline_Update, Unable to connect to internet, PitchVantage, USB_OS,  "
KB0014956,Personal Laptop in TAMUCT Classroom,Other Tech Support,"KCS, TAMUCT, TAMU Central Texas, Classroom Support TAMUCT, TAMUCT Classroom Support, "
KB0014986,Password Reset for Proxy Account,Other Tech Support,"KCS, IT Resource Account, Proxy Accounts, Update password for proxy account, update password for it resource account, reset it resource account password, reset proxy account password"
KB0014740,Sync Outlook calendars with Mac Calendar,"Email, Calendar, and Collaboration","outlook_2016, icalendar, Mac_calendar, exchange_calendar, outlook_calendar, sync"
KB0014959,Boot Priority Issues On Laptop With 2 Drives,Windows 10 OS,"KCS, boot order, changing boot order, repair screen, boot priority, boots to wrong drive, boots to automatic repair, issues after update, update failed"
KB0015001,Haven't heard back from student,Other Tech Support,"KCS, family,student,parent, communication"
KB0014789,Departmental Matlab license,Windows Applications,"KCS, network license_for_matlab, matlab, departmental_license_matlab"
KB0016227,Printing - Printer Unexpected Error,Printing,"KCS, printer has unexpected error, printer error, printer cannot read ID, printer does not accept ID, printer does not take credentials, printer has problem, printer issue, unexpected error, "
KB0014856,Student Worker - Civil IT Login Credentials,Student Worker,"KCS, civil_it, student_worker, departmental_computer,credentials,civil,computer,DLEB,CV EWR LOBBY,new_student_worker_issues,"
KB0016048,Locked myself out of voicemail inbox,Telecom,"KCS, voicemail, inbox, locked, out, polycom, phone, passcode, pin, reset, portal, attempts, invalid, incorrect, lock"
KB0014928,Voicemail Setup,Media and Telecommunications,"polycom, setup, voicemail, phone, centrex"
KB0019270,Unable to log into Canvas,Canvas,"KCS, Unable_to_access_canvas, DNS_PROBE_FINISHED_NXDOMAIN, TAMUCT_Canvas"
KB0018131,MacOS Malware - WeKnow.ac,Malware,"macos, mac malware, malware, virus, mac os, anti virus, weknow.ac, cant open chrome, chrome wont open, chrome, safari, "
KB0018362,Subscribe to a Listserv,,"KCS, listserv, owner, list owner, find list owner, how to find listserv owner, find listserv owner,"
KB0020314,Not Receiving CodeMaroon Confirmation Text,General,"KCS,codemaroon,code maroon,not receiving confirmation text,confirmation text,confirmation,no confirmation"
KB0020493,Unable to receive Navigate messages,,"KCS, notifications"
KB0020490,Zoom Marketplace Apps,,KCS
KB0019232,Duo - Blank Authentication Screen,Duo,"KCS, duo, duo_blank_screen, blank_duo_screen, duo_white_screen, white_duo_screen"
KB0016991,Canvas - Unable to Log In,Canvas,"KCS, canvas, tamuct, can't log in, can't_log_in, not authorized, not_authorized"
KB0017384,ResNet - Unable to connect PlayStation 4 After Registering MAC Address ,Resnet,"KCS, PlayStation 4, PS4, Playstation 4, unable to connect, connection issues, ethernet, Ethernet, already registered, registered, DNS, dns"
KB0016594,Ubuntu Wireless Configuration,Counter,"KCS, Ubuntu, Ubuntu_14.04, 14.04, wifi, network, wifi_troubleshooting, network_troubleshooting, ubuntu_drivers, Ubuntu_driver, driver, drivers"
KB0017022,TAMUDirect list visibility,TAMUDirect,"KCS, tamudirect, tamu, direct, course, list, semester, tamu direct, visibility, courses, not, available, see, unable, cant, can't, not, able, created, moderator, "
KB0017156,eCampus - Unable to Access (500 Server Error - Safari),eCampus,"KCS, ecampus, can't log in, safari, java, unable to access, server error, 500 server error"
KB0016836,Accessing Restricted STAT Wiki Page,General,"KCS, wiki, access, page, statistics, stat, department, permission, not, issues, accessing, student, "
